STRUCTURE_NAME,REF_AREA,Reference area,Frequency of observation,Measure,UNIT_MEASURE,Unit of measure,Age,SEX,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,2679.9
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,2648.1
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,2574.5
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,2502
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,2565.9
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2022,2707.4
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,2658.3
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,196.1
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,181.4
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,173.1
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,214.6
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,204.3
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,227.6
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,186
Potential years of life lost,PER,Peru,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,34.7
Potential years of life lost,PER,Peru,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,187.8
Potential years of life lost,PER,Peru,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,229.7
Potential years of life lost,PER,Peru,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,245.8
Potential years of life lost,PER,Peru,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,254.1
Potential years of life lost,PER,Peru,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,161.8
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,151.1
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,135.8
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2021,144.7
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,131.3
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,137.8
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,124.8
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,143.8
Potential years of life lost,NZL,New Zealand,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,4974.2
Potential years of life lost,NZL,New Zealand,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,4934.5
Potential years of life lost,PRT,Portugal,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,141
Potential years of life lost,PRT,Portugal,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,132.4
Potential years of life lost,PRT,Portugal,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,156.1
Potential years of life lost,PRT,Portugal,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,139
Potential years of life lost,PRT,Portugal,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,167.8
Potential years of life lost,ZAF,South Africa,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,19102.4
Potential years of life lost,ZAF,South Africa,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,18294.6
Potential years of life lost,ZAF,South Africa,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,20453.3
Potential years of life lost,ZAF,South Africa,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,20219.3
Potential years of life lost,HRV,Croatia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,200.8
Potential years of life lost,HRV,Croatia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,205.2
Potential years of life lost,HRV,Croatia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,233.2
Potential years of life lost,HRV,Croatia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,226.7
Potential years of life lost,HRV,Croatia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,224.9
Potential years of life lost,HRV,Croatia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,178.4
Potential years of life lost,HRV,Croatia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,163.5
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,99
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,109.4
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,92.9
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,107
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,96.8
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2021,3683.5
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,4081.4
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,3683.8
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2017,3830.5
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,3694
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2019,3515.2
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2020,3737.9
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,172.3
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,177.5
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,185.5
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,144.5
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,169.1
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,184.1
Potential years of life lost,ITA,Italy,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,121.7
Potential years of life lost,ITA,Italy,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,114.2
Potential years of life lost,ITA,Italy,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,121
Potential years of life lost,ITA,Italy,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,121.2
Potential years of life lost,ITA,Italy,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,112.8
Potential years of life lost,ITA,Italy,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,115.7
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,4306.9
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,4173.4
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,4109.2
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,4045.3
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,3885.8
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,4024.3
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2022,117.8
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,109
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,107.9
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,127.1
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,102
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,108.2
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,101.1
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2021,89.3
Potential years of life lost,CHL,Chile,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,5181.3
Potential years of life lost,ITA,Italy,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,147.9
Potential years of life lost,SVK,Slovak Republic,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,233.7
Potential years of life lost,CHL,Chile,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,4870.4
Potential years of life lost,CHL,Chile,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,5227.9
Potential years of life lost,CHL,Chile,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,5651.1
Potential years of life lost,CHL,Chile,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,5365
Potential years of life lost,NZL,New Zealand,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,4065.6
Potential years of life lost,NZL,New Zealand,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,4130.4
Potential years of life lost,TUR,TÃ¼rkiye,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,4110.3
